date,hour_of_day,location,district,area_name,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,latitude,longitude,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
590,-1.5145802284499401,206,11,206,0,-0.2723127546048813,0,-1.5152147197849064,1,0,3,-0.7474053575884,0,2,1,1,-0.2821875977188778,-0.687693415856885,3,3,10,2,2,3,0,1.034105787063873,-0.6452205137266971
147,-1.3692874619948567,395,5,395,0,-0.894031372424245,0,1.2568951483674498,1,1,0,0.18213149690130923,3,1,1,0,2.3326189577075334,-0.36257569749925794,1,0,6,3,2,0,0,-0.7001978054959686,-0.7488147091160798
268,1.5365678671068095,245,7,245,0,-0.7213317563633106,1,0.5724235759841519,1,1,2,0.727837788778911,2,0,0,1,-0.2177002488989459,-1.3949763410544636,2,3,9,3,1,0,0,-0.7684188421153796,1.7148772405464088
185,-1.2239946955397736,629,1,629,1,1.3510636363679016,0,0.2986349470308328,0,2,0,-0.3895695410620665,1,1,0,1,-0.85886710950842,0.5059730935554536,2,4,5,3,2,1,0,1.4681048857006787,-0.31828414848670067
1287,-1.2239946955397736,717,0,717,0,0.5566454024876036,1,0.4355292615074924,1,1,3,-1.2228759518875383,1,2,1,1,0.3548342169837403,-0.20247819910147838,2,5,2,1,2,3,1,0.7397452747354007,-1.2267208768095477
145,-0.20694533035419033,147,7,147,1,0.34940586321448236,1,1.4622366200824393,1,2,2,0.1851258654100215,3,0,2,0,1.177506260860165,-1.533669347596788,2,6,6,0,0,0,0,-1.7224541239808278,1.0912078658083024
944,-0.061652563899107005,678,5,678,1,-1.6193697598801693,0,0.33285852564999774,1,2,3,-1.3175552794891447,2,2,0,1,1.3289997175131494,-0.5251657131436643,3,0,9,0,3,0,1,0.8611324486183001,-0.3914474651905382
1134,-1.5145802284499401,5,6,5,0,-1.5157499902436087,0,0.19596421117333815,0,2,2,-0.7162707300033195,3,1,1,0,-0.35400848929706197,2.5917426820031753,3,6,5,2,0,0,0,1.1523859430429004,1.1238206093346592
155,-1.6598729949050235,33,1,33,0,-0.1686929849683207,1,-1.3098732480699171,1,1,3,-0.4224316043845077,1,2,1,0,-1.0901526998681286,0.5710277936925585,0,3,6,2,2,2,1,1.221887123896312,0.4113679514237837
323,1.1006895677415596,570,6,570,0,-0.6522519099389369,1,-0.009377260541651212,1,0,1,-1.5184525506859938,2,2,0,1,-0.3583129600464687,2.662795001765012,2,4,2,1,0,1,0,-1.6903724598423733,-0.7455446908554276
446,1.391275100651726,449,10,449,1,-0.5486321403023763,0,1.2226715697482848,1,1,1,1.2333787057046106,0,0,1,0,-1.435546621297948,0.8939022465282348,3,5,8,3,1,3,0,-0.32515925038467197,1.5674763565673984
1183,0.5195185019212263,494,11,494,1,0.9711244810338461,1,-0.693848832924949,1,2,1,-0.018733992269587933,3,2,1,0,-0.09821132939207299,-0.5201183657192252,2,0,11,3,1,0,1,-0.6866508723596118,-0.28376296368229104
801,-1.2239946955397736,140,5,140,0,-0.20323290818050754,0,-0.4542837825907948,0,0,1,1.6433305362104822,2,1,0,1,1.4702102718203045,-0.4941027169574973,3,6,6,2,2,3,0,0.9494844953890567,-0.29095076300174805
998,0.6648112683763095,175,10,175,1,-0.30685267781706815,1,0.4697528401266573,1,1,0,-1.5085933646688177,1,1,0,0,-1.491385172408411,0.4953798952572676,2,3,4,0,2,2,1,-1.0544102133955577,-1.0157177865807907
1053,-0.6428236297194403,578,2,578,0,-1.653909683092356,1,-0.14627157501831078,0,1,0,-1.438729820150845,1,1,1,1,0.047423264296426695,-0.15401431688726888,3,4,7,1,2,0,1,-0.5901395438263053,-1.5419273841366923
622,0.5195185019212263,183,8,183,1,-0.1686929849683207,1,0.9831065194141307,2,2,0,0.8787550864218645,1,2,1,1,-0.5370680647790764,-0.7404880467871208,0,5,9,3,3,3,0,-0.13115078128370117,-1.485326075079894
338,0.9553968012864762,509,9,509,0,0.7984248649729117,1,0.024846318077513682,0,1,2,1.2430667885026545,0,1,2,1,0.6983947527240073,0.003512773099901927,3,3,4,2,0,0,0,1.7084503376935245,-1.1533507155492597
809,0.22893296901105964,503,4,503,0,-0.7558716795754975,1,0.7093178904608115,0,1,2,0.45112196017472933,1,0,1,1,1.6234175455309463,-1.2708022474737997,3,2,6,2,0,3,0,-0.1772772926024815,-0.24335944686224187
409,-1.5145802284499401,800,2,800,0,-1.377590297394861,0,-1.1387553549740927,1,1,0,0.10294917454085575,2,1,0,0,0.07970679491704095,-0.1695925496787305,2,2,0,2,1,0,1,0.5519753969192607,-0.4311997906476025
590,-0.49753086326435697,85,5,85,1,0.07308647751698741,0,-1.2072025122124226,2,1,3,-0.3131324172374406,1,1,1,1,1.5866701193183321,-0.2694801783375354,2,3,10,3,1,1,0,0.752517815351085,0.6607921298148643
313,0.8101040348313929,374,2,374,0,-1.6193697598801693,0,0.6408707332224818,2,1,2,1.6830109425694169,1,1,1,0,0.039452022167886784,-0.1431095539332657,1,3,2,3,3,3,1,-0.09376640477356278,-1.6696163749918407
684,1.5365678671068095,503,4,503,0,0.004006631092613665,1,-1.5494382984040713,1,1,3,-0.8062172809923663,1,2,1,0,1.6234175455309463,-1.2708022474737997,2,6,3,3,1,1,0,0.4504922817429413,1.7488256618826898
246,0.08364020255597632,755,3,755,0,-0.5831720635145631,0,-0.5911780970674544,2,1,2,-1.1390646046624082,0,0,1,1,0.47041722784763274,0.25578667492470436,1,1,11,1,2,2,0,-0.5949714896154693,-0.7923917154814467
178,-0.35223809680927365,193,5,193,0,-1.2048906813339268,1,-0.6596252543057842,1,1,1,-0.10198297499194671,3,1,2,0,1.4240169236853972,-0.34992617247258945,1,6,5,1,3,3,0,-1.568116901071726,1.1388513693441655
739,-0.061652563899107005,71,0,71,1,1.1438240970947804,1,-0.9676374618782683,1,2,1,-1.0775184552424313,2,1,2,0,0.2092394795058818,-0.22075146616585353,1,6,0,1,0,1,1,1.66996755148603,0.8284012355886166
463,-0.6428236297194403,72,2,72,0,0.5221054792754167,1,1.0515536766524605,0,1,2,-0.13410189037503703,1,1,0,1,0.027495158975069836,-0.14155173065411286,0,3,8,2,0,0,1,-1.1296768499040084,-0.972732964358677
815,-0.49753086326435697,297,7,297,1,-0.030533292119573206,0,-1.1045317763549278,0,0,0,-1.0478506168448232,0,0,0,1,-0.3396203972550319,-1.0221269174238141,2,0,5,0,1,0,0,0.6912468629555065,-0.6254235421675
307,1.1006895677415596,402,10,402,1,-1.3085104509704875,0,0.23018778979250304,0,1,0,-0.08039511653726356,1,1,2,0,-2.476271993600703,0.8940580288561545,3,0,2,0,1,1,1,1.6497551484006674,-1.0214607474071236
900,0.08364020255597632,605,8,605,0,0.7984248649729117,1,-0.7965195687824438,1,0,2,0.661467514891104,1,2,0,1,-0.42248145918125674,-0.3852576044436192,0,1,10,2,3,1,0,-1.2442339707990198,0.6244229047818238
88,-1.3692874619948567,590,11,590,0,0.8675047113972855,0,0.4013056828883275,2,1,1,1.5133782346856828,3,1,1,1,-0.4282207535138038,-0.7955570997049222,0,1,0,0,2,1,0,-0.1480686147158279,1.396021362699623
614,-0.20694533035419033,772,4,772,1,-0.4795522938780025,1,0.7435414690799764,1,1,3,1.3223901704552135,1,2,0,1,1.5097874889885299,-1.3378353831754273,1,2,9,0,0,2,1,-1.2716157724000694,0.8004819045866314
1044,-1.0787019290846902,408,5,408,0,1.005664404246033,1,1.3253423056057796,2,1,2,1.3528635472699087,0,0,1,0,1.5879853742695629,-0.35129705695825186,1,2,7,2,0,1,1,-1.6788079308327768,-0.3960285154223467
1013,-0.6428236297194403,518,10,518,0,1.6964628684897702,1,0.4013056828883275,1,1,3,-1.0970757737742522,3,2,1,0,-1.9907037793404283,0.8486319020362686,3,1,3,2,0,3,0,-0.37294500320161855,0.21029633374027965
